,loan_amount,credit_score,annual_income,monthly_debt,years_of_credit_history,months_since_last_delinquent,number_of_open_accounts,current_credit_balance,bankruptcies,tax_liens,term_long_term,term_short_term,years_in_current_job_1 ,years_in_current_job_10+ ,years_in_current_job_2 ,years_in_current_job_3 ,years_in_current_job_4 ,years_in_current_job_5 ,years_in_current_job_6 ,years_in_current_job_7 ,years_in_current_job_8 ,years_in_current_job_9 ,years_in_current_job_< 1 ,home_ownership_mortgage,home_ownership_own_home,home_ownership_rent,loan_purpose_business_loan,loan_purpose_buy_a_car,loan_purpose_buy_house,loan_purpose_debt_consolidation,loan_purpose_educational_expenses,loan_purpose_home_improvements,loan_purpose_major_purchase,loan_purpose_medical bills,loan_purpose_other,loan_purpose_take_a_trip,loan_purpose_wedding
10,134750.0,727.0,562514.0,8015.91,28.6,39.0,5.0,304912.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11,180290.0,740.0,973180.0,10380.46,11.6,49.0,18.0,137959.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12,788942.0,708.0,3893480.0,93119.0,27.3,17.0,10.0,1821017.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13,612040.0,595.0,2021049.0,33515.81,16.0,53.0,18.0,107939.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
14,264352.0,749.0,2282964.0,17749.99,20.5,23.0,17.0,506540.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15,372724.0,7320.0,1136124.0,34178.34,34.4,50.0,19.0,405878.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
16,438372.0,739.0,1135782.0,12209.59,20.0,36.0,7.0,393072.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
17,228822.0,7390.0,798076.0,21415.09,14.2,32.0,9.0,374832.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
18,216172.0,735.0,2053634.0,16394.91,12.6,7.0,19.0,212515.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19,781550.0,736.0,2507050.0,31964.84,19.1,11.0,21.0,786866.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20,277948.0,741.0,2981309.0,43228.8,26.5,27.0,10.0,8759.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21,78078.0,7320.0,655101.0,12010.28,17.3,10.0,12.0,38855.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22,223828.0,707.0,1720431.0,7268.83,24.0,7.0,11.0,147858.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23,713988.0,681.0,1580116.0,40819.79,12.4,80.0,13.0,377416.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24,95678.0,697.0,864747.0,7148.56,19.1,59.0,15.0,119434.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25,392986.0,725.0,1037058.0,19617.69,18.2,42.0,11.0,217360.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
26,307846.0,588.0,1804107.0,13184.86,13.8,43.0,2.0,74157.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
27,275176.0,7040.0,679041.0,11430.4,13.5,15.0,9.0,147782.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
28,607134.0,680.0,1498112.0,37702.46,11.1,40.0,8.0,171437.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
29,325776.0,7070.0,750272.0,19757.15,15.7,13.0,22.0,225872.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
30,302390.0,737.0,4290466.0,57921.31,25.1,10.0,12.0,6723017.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
31,222926.0,710.0,808621.0,22034.68,7.9,32.0,8.0,92606.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32,413666.0,675.0,796803.0,15670.44,21.5,15.0,5.0,538574.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
33,44990.0,727.0,909378.0,17005.57,19.5,45.0,9.0,92549.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
34,217030.0,746.0,4378303.0,8245.81,18.7,24.0,9.0,50749.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
35,326106.0,744.0,751032.0,7635.53,18.0,11.0,7.0,303297.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
36,290048.0,732.0,948860.0,13363.08,17.0,24.0,12.0,25308.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
37,433422.0,687.0,1350615.0,30501.27,11.2,65.0,11.0,200051.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
38,44066.0,732.0,1522128.0,14244.68,17.9,38.0,5.0,3002.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
39,173756.0,748.0,750272.0,15318.18,19.5,11.0,12.0,200754.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
40,779548.0,685.0,3270052.0,17794.45,18.4,24.0,8.0,79705.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
41,458898.0,723.0,1417438.0,6532.01,20.9,59.0,5.0,74233.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
42,436304.0,735.0,1375353.0,26360.98,33.1,37.0,10.0,56411.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
43,258478.0,656.0,1515896.0,10194.45,16.0,38.0,7.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
44,173338.0,711.0,1777754.0,19703.38,17.4,12.0,10.0,479902.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
45,300388.0,744.0,1204505.0,17966.97,14.5,77.0,18.0,360639.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
46,567512.0,719.0,1706884.0,33568.63,15.0,48.0,11.0,409450.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
47,170456.0,724.0,1139772.0,2678.43,26.0,39.0,6.0,109687.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
48,219934.0,700.0,472492.0,6311.61,12.1,5.0,7.0,21128.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
49,238018.0,748.0,1962092.0,15533.07,17.8,28.0,11.0,189202.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
50,397540.0,730.0,1907410.0,24001.56,39.1,10.0,11.0,322639.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
51,472802.0,666.0,2625021.0,52719.11,24.0,9.0,11.0,703969.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
52,532444.0,735.0,2586546.0,51299.81,17.8,60.0,16.0,1011731.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
53,263648.0,6810.0,906927.0,20103.52,18.0,42.0,18.0,313975.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
54,324192.0,721.0,1152559.0,32655.87,16.7,39.0,16.0,205865.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
55,266684.0,610.0,671783.0,12987.83,32.3,65.0,10.0,162640.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
56,335588.0,7180.0,1062670.0,13903.06,28.6,75.0,19.0,500346.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
57,266398.0,709.0,1629706.0,14803.09,11.5,24.0,12.0,438843.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
58,386650.0,730.0,742064.0,6554.81,41.8,30.0,9.0,2090.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
59,79816.0,742.0,900410.0,15682.22,19.6,25.0,11.0,630952.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
60,663696.0,658.0,1795994.0,24545.34,29.5,73.0,13.0,672695.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
61,233750.0,728.0,1441967.0,12617.14,16.2,30.0,7.0,56506.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
62,476718.0,702.0,1306991.0,25595.09,17.5,35.0,10.0,129846.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
63,403238.0,682.0,1868992.0,31928.55,18.8,18.0,11.0,571577.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
64,216260.0,740.0,1680930.0,16529.24,16.1,11.0,11.0,229254.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
65,108108.0,715.0,700283.0,15231.16,4.7,21.0,8.0,64847.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
66,156530.0,7380.0,664316.0,5331.21,13.0,10.0,12.0,82289.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
67,216018.0,722.0,839534.0,5687.84,9.5,71.0,9.0,129238.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
68,64834.0,718.0,746624.0,14621.26,12.5,47.0,13.0,88046.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
69,200332.0,746.0,952603.0,10161.2,21.9,16.0,14.0,322335.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
70,445280.0,6930.0,1442100.0,25477.1,14.1,34.0,14.0,511784.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
71,213950.0,719.0,656564.0,7386.25,20.2,26.0,18.0,74822.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
72,305558.0,740.0,697452.0,18598.72,18.2,6.0,11.0,527554.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
73,179828.0,743.0,776568.0,12101.48,26.5,0.0,8.0,749493.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
74,198220.0,706.0,1128334.0,14395.73,23.3,31.0,10.0,602775.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
75,262328.0,716.0,1019540.0,10450.19,16.7,67.0,10.0,220552.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
76,513238.0,614.0,1233898.0,15732.0,21.5,23.0,10.0,72979.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
77,278982.0,725.0,1317631.0,10332.58,17.1,78.0,11.0,48051.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
78,56210.0,664.0,1048572.0,12844.95,6.5,19.0,7.0,33212.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
79,362142.0,7310.0,2285016.0,31228.59,15.7,41.0,17.0,321632.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
80,555126.0,737.0,1339709.0,13732.06,15.3,45.0,10.0,281447.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
81,129008.0,746.0,1485496.0,11982.92,15.6,54.0,4.0,120745.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
82,445676.0,734.0,962255.0,17240.41,21.5,11.0,13.0,64657.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
83,351978.0,7470.0,1367449.0,21081.64,20.9,10.0,11.0,385073.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
84,329318.0,734.0,2844015.0,11210.19,11.0,26.0,18.0,116318.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
85,290136.0,741.0,1304844.0,35121.88,16.7,16.0,20.0,579044.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
86,532224.0,722.0,1915200.0,15960.0,20.0,74.0,10.0,462365.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
87,404118.0,745.0,1745055.0,13204.24,17.2,76.0,6.0,111397.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
88,778558.0,731.0,1863463.0,40530.23,18.4,32.0,11.0,632016.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
89,216722.0,701.0,624036.0,7384.54,11.7,36.0,15.0,190304.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
90,86966.0,748.0,940766.0,14503.46,11.0,80.0,15.0,45543.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
91,478984.0,717.0,1413049.0,33088.69,14.5,15.0,8.0,202369.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
92,33176.0,747.0,955320.0,10906.57,23.6,51.0,6.0,135869.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
93,622644.0,698.0,1632442.0,32648.84,28.8,10.0,16.0,843866.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
94,154660.0,742.0,797715.0,9359.78,22.5,36.0,6.0,89015.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
95,107954.0,684.0,1407824.0,20999.94,19.2,7.0,7.0,94202.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
96,270226.0,747.0,2042082.0,10057.27,15.8,35.0,10.0,286007.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
97,105006.0,673.0,2725246.0,9379.35,32.5,63.0,11.0,79876.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
98,180862.0,732.0,469072.0,6371.46,16.3,28.0,10.0,87286.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
99,170962.0,710.0,598082.0,7426.15,12.8,5.0,14.0,117211.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
100,262438.0,724.0,1662139.0,12313.52,30.3,29.0,5.0,363204.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
101,132682.0,739.0,511841.0,9042.67,17.0,28.0,5.0,116223.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
102,223432.0,701.0,612123.0,8569.76,17.0,22.0,12.0,213275.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
103,48686.0,750.0,453492.0,3703.48,23.9,64.0,21.0,94962.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
104,130658.0,743.0,936643.0,13737.38,23.5,18.0,15.0,104120.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
105,218548.0,739.0,528485.0,6870.4,24.1,24.0,8.0,101745.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
106,141284.0,709.0,1239199.0,13424.64,26.0,68.0,13.0,170430.0,0.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
107,208626.0,667.0,1334655.0,30363.33,20.6,29.0,14.0,94050.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
108,333212.0,692.0,959215.0,26698.23,17.4,36.0,9.0,616968.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
109,710204.0,715.0,2226971.0,20042.72,22.1,52.0,9.0,191995.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,328020.0,727.0,661010.0,5728.69,17.0,31.0,10.0,189164.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
111,44770.0,746.0,1022200.0,23084.81,22.4,78.0,12.0,256652.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
112,356224.0,698.0,1032232.0,11096.57,19.2,19.0,7.0,206283.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
113,425128.0,733.0,3608803.0,24991.08,20.1,41.0,7.0,100073.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
114,89914.0,737.0,388322.0,2368.73,31.0,22.0,9.0,61256.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
115,265408.0,730.0,1050548.0,30115.57,17.9,20.0,19.0,716908.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
116,258896.0,649.0,828856.0,15817.12,8.6,15.0,10.0,85481.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
117,166980.0,7230.0,955035.0,10067.53,16.8,63.0,8.0,199443.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
118,129272.0,698.0,1228046.0,16476.23,32.0,23.0,16.0,147858.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
119,319528.0,6890.0,1128258.0,22847.31,23.3,82.0,14.0,302727.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
120,155804.0,748.0,903450.0,13453.9,27.0,34.0,12.0,143260.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
121,349778.0,728.0,1718113.0,36080.24,17.2,16.0,18.0,261212.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
122,467632.0,726.0,1148436.0,9857.39,16.4,5.0,8.0,226708.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
123,224862.0,747.0,1048667.0,9438.06,18.5,24.0,8.0,145578.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
124,321024.0,728.0,2271811.0,32941.44,21.0,46.0,15.0,234707.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
125,448030.0,636.0,868224.0,10418.84,16.6,70.0,5.0,252320.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
126,541310.0,722.0,1682982.0,52733.36,17.9,35.0,13.0,356288.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
127,87164.0,7390.0,1016348.0,13195.69,24.5,50.0,11.0,199443.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
128,117282.0,627.0,1140418.0,16916.27,18.4,10.0,7.0,200488.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
129,121066.0,725.0,968050.0,15811.61,13.9,48.0,13.0,131822.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
130,130856.0,716.0,753388.0,10484.77,21.3,31.0,10.0,84645.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
